Label,Boarding time,Boarding station,Alighting station,Arrival time
4000001840925627,981,3,14,969
4000001520446476,995,5,6,976
4000001855042873,966,0,2,965
4000000216152175,977,1,13,976
4000001840417595,977,1,14,976
4000001840799808,1009,11,14,998
4000000220066371,978,2,13,962
4000000810102824,966,0,8,948
4000030110979920,977,1,14,976
4000000222625309,1000,6,13,999
4000000213386841,979,2,14,978
4000000217536200,1012,12,15,987
4000000312296915,966,0,14,958
4000000210176449,1009,11,13,990
4000000214323880,966,0,6,959
4000000215668887,1000,6,13,999
4000140112185991,1021,15,17,1020
4000000213334125,977,1,14,976
4000003921218130,966,0,13,951
4000000217320548,1003,8,14,998
4000030129005406,977,1,14,976
4000000211602621,1009,11,14,1002
4000000221218850,981,3,14,968
4000000223861961,1009,11,14,984
4000000224191300,977,1,8,976
4000000310646261,978,2,14,961
3104920031002906500,981,3,6,958
4000000211702226,1064,11,14,1063
4000001840606271,1064,11,14,1063
4000001840630293,1018,0,1,1004
4000001840682540,1053,6,14,1041
4000003905329156,1064,11,14,1063
4000003909731894,1078,15,17,1077
4000003917434839,1063,11,14,1044
4000003932299079,1055,7,14,1054
4000150210067874,1034,3,13,1022
4000200112064853,1017,0,14,1011
4000000213698198,1064,11,13,1063
4000000214072114,1034,3,17,1017
4000000223812425,1064,11,13,1063
4000000229019846,1078,15,17,1077
4000001840029325,1048,5,14,1041
4000000222356188,1017,0,2,1011
4000000312131557,1055,7,14,1054
4000003942805378,1017,0,4,1010
4000030110838805,1017,0,13,1011
4000140112242184,1064,11,15,1063
4000140122000827,1072,13,14,1071
4000150210036396,1064,11,14,1063
3104920031001833325,1081,16,17,1076
4000000212450456,1017,0,10,1004
4000000213781115,1064,11,14,1063
4000000213888541,1055,7,14,1054
4000000216725239,1064,11,13,1063
4000000220668935,1037,4,15,1036
4000000221205788,1036,4,8,1019
4000003940318584,1018,0,14,1008
3104920031001843134,1055,7,14,1054
4000000007545829,1055,7,14,1054
4000000216556196,1036,4,17,1032
4000000220600044,1081,16,17,1059
4000000221921498,1057,8,14,1043
4000000311147254,1064,11,14,1063
4000000210434740,1055,7,14,1054
4000000210562517,1031,2,14,1030
4000000222388682,1064,11,14,1063
4000000222863386,1031,2,13,1030
4000000223706073,1031,2,14,1030
4000001830319925,1064,11,13,1063
4000001850075301,1054,7,13,1049
4000140112537291,1078,15,17,1077
4000000210916846,1058,9,11,1039
4000000215522272,1034,3,16,1025
4000000217315740,1081,16,17,1068
4000003935796909,1049,5,6,1048
4000030111103953,1064,11,14,1063
4000140112916315,1078,15,16,1077
4000000222210356,1048,5,6,1027
4000000223932163,1054,7,13,1041
4000000810103514,1055,7,13,1054
4000001830121464,1063,11,13,1062
4000001840719030,1078,15,17,1077
4000001850042786,1081,16,17,1077
4000003907237942,1064,11,13,1063
4000003901355828,1063,11,14,1048
3105170070154870373,1057,8,13,1053
4000000210518695,1036,4,13,1020
4000000212497448,1054,7,15,1053
4000000213838429,1078,15,17,1077
4000000220640818,1017,0,14,1013
4000000221874659,1064,11,13,1063
4000000216673140,1078,15,17,1077
4000000221491612,1029,1,7,1016
4000000222347027,1029,1,14,1019
4000001520181508,1078,15,17,1077
4000001840364936,1055,7,14,1054
4000001840529516,1055,7,13,1054
4000001850134799,1063,11,13,1056
4000000215319352,1017,0,14,1008
4000000217233298,1078,15,17,1077
4000000221380604,1063,11,13,1043
4000003901524760,1031,2,13,1030
4000003911618218,1064,11,14,1063
4000000214001894,1063,11,14,1058
4000000216645019,1078,15,17,1077
3104920031001445369,1203,0,9,1172
4000000216314724,1237,0,14,1206
4000000223117966,1226,0,10,1178
4000000810041153,1203,0,8,1186
4000000215033296,1212,0,17,1182
4000000217149501,1209,0,14,1192
4000001850202332,1212,0,14,1191
4000003911985422,1222,0,14,1181
4000001850241725,1209,0,14,1206
4000001855045672,1239,0,15,1238
4000000211368137,1237,0,14,1177
4000000001051156,1244,0,14,1242
