Label,Boarding time,Boarding_station,Alighting_station,Arrival_time
4000140112271632,913,3,12,927
4000140129001768,910,2,20,942
4000001840054028,899,0,18,940
4000140120328877,910,2,17,938
4000150210023324,897,0,17,938
4000000224075743,897,0,7,920
4000000216772399,842,0,20,882
4000200112063520,846,0,3,853
4000000212670845,840,0,17,877
4000140120031798,877,17,19,881
4000140110201228,877,17,19,881
4000140110487137,846,0,17,877
4000003931880712,841,0,4,854
4000140110283990,873,14,19,881
4000140129078549,842,0,20,882
4000000211571344,840,0,17,877
4000000220996206,841,0,20,882
4000001520410835,874,15,18,879
4000140127091394,841,0,11,864
4000140122038985,874,15,18,879
4000140120030319,877,17,18,879
50000010011000600304,841,0,17,877
4000000223987618,874,15,19,881
4000003904792664,841,0,17,877
3104920031001430791,841,0,15,874
4000140112014577,877,17,19,881
4000000310869753,540,4,7,548
4000140120257596,541,4,17,566
4000140127001564,541,4,11,552
4000001530049522,526,0,17,566
4000001840772893,540,4,13,560
4000140110667945,560,13,20,571
4000140110658869,530,0,16,565
4000000217625131,526,0,10,551
4000140120337517,562,15,17,566
4000000222869758,531,0,14,562
4000001850189744,541,4,7,548
4000003916289773,528,0,9,550
4000150210053811,528,0,17,566
4000001512360976,530,0,20,571
4000003913617579,561,14,17,566
4000001855103387,526,0,11,552
4000140110673298,560,13,17,566
3104920031002692472,541,4,19,569
4000000211061251,527,0,20,571
4000000214677689,530,0,4,541
4000140110127305,526,0,2,537
4000140120126038,564,16,20,571
4000140110692030,918,1,2,920
3104920033000300199,918,1,20,949
4000200112037419,906,0,20,949
4000000222061279,914,0,15,943
4000000222501623,914,0,20,949
4000000224248759,930,9,17,945
4000140112699862,604,2,7,613
4000140129004974,604,2,10,617
4000001840348967,605,2,11,618
4000140110346085,598,0,8,615
4000200112007653,603,1,17,631
4000140127037852,596,0,17,631
4000140120169282,603,1,17,631
4000000213404967,596,0,5,609
3104920033000318456,596,0,17,631
4000140110197083,598,0,11,618
4000140112087703,599,0,17,631
4000140120244448,607,4,5,609
4000000211348597,599,0,18,632
4000000224241284,603,1,20,635
4000140112015195,603,1,17,631
4000140112400803,605,2,6,612
4000003934892821,599,0,5,609
4000003941090300,597,0,20,635
4000140112705895,605,2,6,612
3104920032000122579,1126,13,18,1134
4000001850229343,1115,9,17,1132
4000003914902281,1087,0,17,1132
4000000220932468,1103,2,17,1132
4000000222755478,1089,0,13,1126
4000003921310964,1086,0,20,1136
4000003927662305,1092,0,13,1126
4000001850229338,1115,9,17,1132
4000001520068427,1086,0,8,1114
4000001830338268,1090,0,15,1129
4000000210237263,1093,0,13,1126
4000000222549537,1106,4,17,1132
4000003918156928,1092,0,17,1132
4000000221759017,1086,0,17,1132
4000000310587037,1087,0,3,1105
4000000210016857,1093,0,9,1115
4000000210843500,1103,2,16,1130
4000140110691961,1106,4,11,1118
4000000210514971,1092,0,14,1127
4000000212355599,1103,2,20,1136
4000000214024736,1090,0,14,1127
4000000310031128,1094,0,17,1132
4000001840329928,1092,0,17,1132
4000030127027204,1103,2,20,1136
4000000210978670,894,17,19,898
4000140127063024,857,0,17,895
4000140112822779,877,7,17,895
4000140110167412,858,0,13,890
4000000213237950,726,0,2,735
4000140120119687,723,0,17,761
4000000214769940,725,0,18,780
4000001830234356,735,2,9,746
4000140129037197,726,0,17,761
4000000220351406,723,0,17,761
4000000223136770,725,0,17,761
4000000212475969,726,0,17,761
4000000211962242,744,7,15,759
4000140112236810,384,0,20,426
4000000312341949,383,0,2,413
4000140120032559,383,0,2,413
4000003929725521,396,0,17,426
4000140112020313,365,0,12,426
4000140129097620,385,0,1,410
4000000214763492,383,0,1,410
4000140112265149,395,0,1,410
4000140127089976,386,0,7,420
3104920033000300389,387,0,3,414
4000000215183436,393,0,17,426
4000140120210158,399,0,17,426
4000200112002144,385,0,1,410
4000140110659863,383,0,2,413
4000140112988032,385,0,1,410
4000140112019128,383,0,1,410
4000140129075333,387,0,7,420
4000000216731428,604,0,16,642
4000140112527750,604,0,2,614
4000140129036362,605,0,17,644
4000003912124593,617,4,7,625
4000140110488416,639,14,18,646
4000140110688484,644,17,19,647
4000150210061136,603,0,13,638
4000003912923953,617,4,17,644
4000003920942984,617,4,7,625
4000003931740068,616,3,17,644
4000000227048779,617,4,19,647
4000140112705895,614,2,5,621
4000001850101343,608,0,7,625
4000140112400803,614,2,5,621
4000001830275881,605,0,7,625
4000140112084291,614,2,9,627
4000140120267092,614,2,20,648
4000140129051916,606,0,15,641
3104920033000363908,613,2,10,628
4000000212527191,606,0,20,648
4000003908385345,601,0,20,648
4000000310579078,725,0,20,769
4000000000135256,736,2,6,746
4000000215449790,736,2,10,751
4000000210636206,742,5,20,769
4000003920725908,736,2,7,747
4000003915876455,727,0,18,767
3104920033000342324,723,0,5,743
4000000221912170,760,13,17,765
4000001610004589,739,4,9,750
4000000215726185,739,4,7,747
3104920031320101750,722,0,4,740
4000140127071135,765,17,20,769
4000140110238474,736,2,17,765
4000140110641743,763,16,18,767
4000000216569015,736,2,5,743
4000001520449852,739,4,20,769
4000001855210027,725,0,20,769
4000140129074665,738,3,19,768
4000000211750327,736,2,8,749
4000140110553363,377,3,7,384
4000140110173891,375,2,6,383
4000140110502386,377,3,5,380
4000140120206271,375,2,17,400
4000000221271258,377,3,18,402
4000140127001143,388,11,12,389
4000140129106212,397,15,17,400
4000140112155525,375,2,19,403
4000140110517244,377,3,5,380
4000000227036627,387,11,17,400
4000000215049417,727,2,10,740
4000003937698987,715,0,4,730
4000003941937108,724,1,15,751
4000140112494488,727,2,7,737
4000000214956358,710,0,17,754
4000000223561477,715,0,17,754
4000001520429739,732,5,14,750
4000200112069454,710,0,20,757
4000000210226086,716,0,17,754
4000003901559893,740,10,14,750
4000003927712203,727,2,20,757
4000000310851634,714,0,16,752
4000003922026893,717,0,20,757
4000003932009161,727,2,20,757
4000140110473791,715,0,17,754
4000200112059962,710,0,17,754
4000000310360265,733,5,20,757
4000003919971775,714,0,20,757
4000030110717070,730,4,9,739
4000030110821781,710,0,17,754
4000140110658803,724,1,2,728
4000140120288361,727,2,7,737
3104920031001386472,732,5,6,736
4000000211040733,724,1,15,751
4000000212959181,732,5,20,757
4000001840622429,820,0,7,843
4000030110201991,828,0,20,864
4000030127058011,821,0,17,860
4000140112016805,828,0,20,864
4000140129100113,838,4,17,860
4000000220349376,855,13,18,862
4000000222948809,835,2,7,843
4000140112954193,858,16,17,860
4000000224239677,827,0,2,835
4000030111068941,836,3,17,860
4000200112037419,824,0,15,857
4000000227024642,836,3,17,860
4000001850024005,822,0,14,856
4000140112872435,828,0,12,849
4000000312407828,860,17,19,863
4000001850077315,821,0,17,860
3104920031002871100,1181,0,14,1218
4000001840967991,1182,0,5,1201
4000003944868053,1186,0,17,1223
4000000223849049,1198,4,16,1221
4000001855176505,1188,0,4,1199
4000003927060352,1182,0,2,1195
4000000211586562,1205,7,15,1220
4000001512396262,1205,7,17,1223
4000001830239338,1181,0,16,1221
4000000211383982,1184,0,7,1205
4000000215625970,1211,12,13,1217
4000000213269708,1200,5,11,1209
4000001855250617,1182,0,20,1228
4000030128000249,1183,0,18,1225
4000003926428554,1186,0,17,1223
4000003944556522,1183,0,20,1228
4000000215135072,1181,0,16,1221
4000003921335578,1186,0,17,1223
4000000210224359,1197,3,11,1209
4000003922595498,1185,0,3,1197
4000140112088669,1181,0,20,1228
4000000212986810,1181,0,14,1218
4000001512533302,1181,0,17,1223
4000000216177641,703,0,20,746
4000030110567233,703,0,18,744
4000001855194041,715,2,11,729
4000140127019694,704,0,13,737
4000140110427882,707,0,20,746
4000140127009958,717,4,11,729
4000000222478771,704,0,5,720
4000000227013299,704,0,18,744
4000140129100034,703,0,17,742
4000000216297706,706,0,8,726
4000000221822711,703,0,18,744
4000000217056721,703,0,7,724
4000000311168740,703,0,15,739
3104920033000568365,703,0,7,724
4000000007548133,705,0,20,746
4000000223965200,706,0,15,739
3104920032000046190,704,0,5,720
4000001855230630,715,2,11,729
4000000210957422,1120,0,9,1147
4000001840963196,1125,0,20,1168
4000140112717423,1122,0,19,1167
4000140127009967,1122,0,1,1134
4000000216794114,1122,0,20,1168
4000000312022820,1120,0,18,1166
4000003927635782,1135,2,15,1161
3104920031001004604,1120,0,14,1160
3104920031002973849,1121,0,17,1164
4000000227030136,1123,0,17,1164
4000001840916720,1128,0,2,1136
4000030111021505,1134,1,4,1139
4000140110407855,1122,0,19,1167
4000003909352266,1137,3,15,1161
4000000216017641,1124,0,4,1139
4000000224238408,1120,0,16,1162
4000001840876303,1060,16,20,1066
4000000220529873,1022,0,9,1046
4000000220912864,1026,0,17,1062
3104920031001373587,1023,0,18,1064
4000001517625113,1022,0,17,1062
4000001840105543,1060,16,20,1066
4000000217504584,1023,0,18,1064
4000140110614802,1031,1,17,1062
4000001855250573,1022,0,5,1039
4000001855252645,1046,9,14,1058
4000030127017497,1023,0,4,1036
4000000216476737,1026,0,20,1066
4000000227021955,1023,0,5,1039
4000140112019062,675,0,20,715
4000140120345430,688,4,20,715
4000140127086039,685,2,10,697
4000140120212615,673,0,6,693
4000030110146692,674,0,16,710
4000030120021928,675,0,14,708
4000003903024328,684,1,4,688
4000000215121317,790,0,1,804
4000140127062076,797,0,20,837
4000001830263085,796,0,20,837
4000003920063751,831,16,20,837
4000140120328994,805,2,13,827
4000001855201919,798,0,18,835
4000140129065987,808,4,7,814
4000150210068457,796,0,17,833
4000140110414681,807,3,20,837
4000003941698064,807,3,8,816
4000030129023442,790,0,20,837
4000001512468321,793,0,17,833
4000000213167286,792,0,17,833
4000000216691997,808,4,7,814
4000000216772399,798,0,20,837
4000000221224638,810,5,16,831
4000000310859903,794,0,2,806
4000001520041024,799,0,20,837
4000000217288447,928,4,7,935
4000000216846481,918,0,20,958
4000140110247005,927,3,14,950
4000140112972647,926,2,8,936
4000003902222719,927,3,20,958
4000140112014582,927,3,7,935
3104920031000868553,911,0,16,952
4000000216863494,915,0,17,954
4000140112489013,919,0,20,958
4000000215667625,914,0,20,958
4000000220783698,914,0,13,948
4000000217364035,912,0,2,926
4000000310163835,915,0,18,956
4000030110600790,923,1,6,934
4000140112202716,919,0,20,958
4000001840903814,914,0,8,936
4000003904002354,914,0,18,956
4000140127009951,930,5,19,957
4000000214264791,1206,2,17,1233
4000000310137671,1194,0,20,1238
4000030110594888,1194,0,20,1238
4000001840444904,1194,0,20,1238
4000003931723748,1196,0,14,1230
4000140112472601,1197,0,19,1237
4000140210043680,1212,5,8,1218
4000001840677980,1195,0,4,1210
4000003911833064,1212,5,19,1237
4000000222807907,1197,0,17,1233
4000000220168340,1198,0,9,1219
4000001840245681,1199,0,17,1233
4000003922036695,1198,0,17,1233
4000003914051919,1232,16,20,1238
4000000210293219,1194,0,15,1231
4000000221616067,1194,0,7,1217
4000000227035264,1199,0,18,1235
4000140112170608,679,0,14,721
4000140112722959,684,0,20,730
4000000212513450,699,4,7,707
4000000221707658,699,4,7,707
4000000222061279,722,15,17,725
4000000211750327,682,0,4,700
4000000215590339,680,0,19,729
4000140110573957,683,0,18,727
4000140129078423,699,4,9,709
4000003944534265,687,0,18,727
4000140112940278,723,16,20,730
4000140127010814,687,0,13,720
4000140112698379,680,0,17,725
4000140112844607,698,3,12,714
4000140122038451,680,0,14,721
4000000215449790,695,2,10,710
4000003942438835,681,0,20,730
4000030111062402,689,0,1,693
4000140110661573,698,3,13,720
4000000216354482,918,0,8,941
4000001855021758,928,1,2,930
4000140112920974,930,2,15,954
4000000211415579,921,0,8,941
4000001855200795,920,0,3,931
4000003904201659,919,0,15,954
4000001840302041,917,0,18,958
4000003905230841,920,0,3,931
4000000215039108,919,0,3,931
4000140110630595,931,3,20,960
4000140112700451,932,4,16,955
4000001840296082,920,0,3,931
4000000221910010,1055,14,17,1059
4000000310560307,1055,14,17,1059
4000001830353559,1026,0,17,1059
4000140127062639,1061,18,19,1063
4000140127086018,1025,0,17,1059
4000030129012574,1055,14,19,1063
4000003926875269,1022,0,2,1032
4000000210370698,1021,0,20,1064
4000140127009951,1036,5,19,1063
4000003901852744,1034,4,10,1044
4000140112230056,1032,2,20,1064
4000000212821743,1025,0,14,1055
4000000224230394,1055,14,17,1059
4000000214755674,1021,0,17,1059
4000000221847481,1036,5,15,1056
4000000311152688,1059,17,19,1063
4000003908154790,1024,0,19,1063
4000140112041237,1021,0,20,1064
4000000210335081,1055,14,17,1059
4000001520285273,1034,4,10,1044
4000000223941594,1024,0,14,1055
4000001830131846,1026,0,17,1059
4000140112084363,1021,0,20,1064
3104920031000523570,1023,0,17,1059
4000000213199174,1032,2,16,1058
4000000214307783,1021,0,2,1032
4000000214474783,1024,0,20,1064
4000000222764154,1209,4,8,1219
4000030129019630,1191,0,2,1206
4000140112632002,1192,0,19,1238
4000140129077547,1192,0,19,1238
4000003901175313,1193,0,18,1237
4000003908177315,1212,5,20,1240
4000030110023135,1191,0,16,1234
4000000221861192,1206,2,7,1217
4000003915634494,1192,0,20,1240
4000003920283939,1193,0,20,1240
4000140112920930,1193,0,19,1238
3104920031320095705,1209,4,11,1223
4000000215208089,1195,0,4,1210
4000000217159329,1194,0,2,1206
4000000220888909,1198,0,8,1219
4000000311094900,1191,0,20,1240
4000000216242700,1209,4,7,1217
4000000221803508,1193,0,20,1240
4000001840365721,1196,0,20,1240
4000003932628122,1198,0,2,1206
4000000211769312,811,0,20,838
4000140112716103,805,0,1,820
4000001855083516,805,0,6,829
4000140120336144,820,1,2,824
3104920033000406525,820,1,20,838
3104920031000717727,1097,0,17,1131
4000001830078023,1097,0,17,1131
4000140112014582,1131,17,19,1145
4000000222189601,1105,0,8,1114
4000000214088651,1097,0,4,1116
4000000215617201,1102,0,17,1131
4000000223919070,1097,0,4,1116
4000000007840122,1126,16,18,1140
4000000213411669,834,17,18,841
4000000312456478,840,17,18,841
4000000214691573,797,4,17,821
4000000220274640,834,17,18,841
4000000220888909,796,4,9,806
4000001840168057,840,17,18,841
4000200112069294,834,17,18,841
4000000004958900,829,17,18,841
4000001512156874,1136,4,15,1159
4000140112539615,1124,0,9,1145
3104920031002186442,1125,0,3,1135
4000000215558017,1123,0,14,1157
4000003900774167,1124,0,7,1143
4000003912951398,1124,0,18,1174
4000003922595498,1124,0,2,1132
4000003923667982,1132,2,4,1136
4000140112447543,1124,0,15,1159
4000000224181680,1124,0,18,1174
4000001840393965,1124,0,14,1157
4000003912904698,1124,0,13,1156
4000003926744369,1124,0,16,1160
4000003931642144,1131,2,18,1174
4000000006348011,1124,0,18,1174
3104920033000370531,1124,0,4,1136
4000140110071302,1161,17,18,1174
4000000215463099,1124,0,1,1130
4000001830028952,1124,0,15,1159
4000003932930762,1161,17,18,1174
4000000224037612,1124,0,18,1174
4000001512385296,1156,13,17,1162
4000000210652877,638,1,2,640
4000000215632509,630,0,20,675
4000001520393780,630,0,20,675
4000140120111929,630,0,17,671
4000140112440461,642,3,7,650
4000000214426833,640,2,7,650
4000000216304606,640,2,7,650
4000000310976289,629,0,18,673
4000140110313847,630,0,18,673
4000140112002894,633,0,17,671
4000140112606275,642,3,19,675
4000140210061706,638,1,3,643
4000001830195354,630,0,17,671
4000001840856519,629,0,1,639
3104920031001925626,1110,0,1,1116
4000000210013426,1120,4,20,1150
4000000214306134,1108,0,17,1146
4000000214793799,1110,0,5,1123
4000000221928041,1107,0,17,1146
4000000223095658,1107,0,20,1150
4000003931555761,1108,0,20,1150
4000140110416388,1108,0,18,1147
4000000227035241,1115,1,2,1117
3104920033000525209,1107,0,15,1143
4000000217537251,1107,0,17,1146
4000150210017318,1108,0,16,1145
4000000221841964,1109,0,13,1141
4000001512601009,1110,0,14,1142
4000001830093382,1108,0,9,1130
3104920031320129561,1107,0,9,1130
4000001530059810,1107,0,16,1145
4000003920530265,1108,0,5,1123
4000140112977556,1107,0,19,1149
4000140210093969,1107,0,10,1131
4000000212355599,1120,4,9,1130
4000000213651517,1120,4,9,1130
4000000213773677,435,0,4,445
4000000214179976,434,0,17,471
4000001520221779,447,5,20,476
4000001830354084,434,0,17,471
4000140120328994,466,13,17,471
4000000216911945,435,0,17,471
4000000210104531,443,3,17,471
4000000216523670,435,0,9,455
4000000002043518,432,0,20,476
4000140110690818,454,9,11,457
4000000006402990,435,0,10,456
4000140110283990,465,13,17,471
4000000222406462,444,4,19,475
4000000006631962,436,0,11,457
4000000212401773,444,4,8,453
4000000210374262,443,3,17,471
4000000221909330,443,3,5,447
4000000223604610,441,2,17,471
4000140112965940,433,0,14,467
4000000216569015,607,2,5,612
4000150210060262,596,0,17,632
4000003914024415,628,14,17,632
4000140112245083,632,17,19,635
4000140112265013,634,18,20,636
4000140112633832,631,16,17,632
4000003932564354,597,0,20,636
4000003914763578,597,0,19,635
4000140112395666,596,0,20,636
4000000221500425,607,2,5,612
4000030110971559,599,0,19,635
4000140111990498,598,0,18,634
4000140129002382,599,0,4,611
4000140129037301,634,18,19,635
4000140110635133,627,13,17,632
4000000221914569,598,0,17,632
4000000210672965,1090,0,3,1104
4000000212735184,1106,4,7,1112
4000000215364124,1106,4,20,1131
4000003920046419,1096,0,1,1101
4000000214036699,1090,0,9,1114
4000000215533193,1089,0,3,1104
4000000215362757,1093,0,14,1125
4000140112797872,1126,15,17,1128
4000000001889065,1102,2,20,1131
4000000310237634,1091,0,14,1125
4000140112640159,1094,0,13,1124
4000000212010612,1126,15,17,1128
4000000223039649,1112,7,9,1114
4000003907370435,1095,0,16,1127
4000000215332148,1096,0,17,1128
4000000215558070,1106,4,17,1128
4000000216856582,1091,0,17,1128
4000003925588193,1089,0,15,1126
4000000211995100,1039,0,20,1081
4000000211670703,1052,4,17,1076
4000001855126814,1064,12,17,1076
4000001860010993,1042,0,15,1074
4000140110316749,1039,0,16,1075
4000140120281893,1040,0,20,1081
4000000220373736,1039,0,3,1051
4000001840622429,1039,0,1,1048
4000000217626475,1039,0,17,1076
4000000221020115,1073,15,18,1078
4000000223965098,1041,0,17,1076
4000000223491710,1052,4,8,1060
4000030110953903,1040,0,17,1076
4000003925444944,1048,1,6,1057
4000000222013444,1057,6,14,1072
4000003907010921,1042,0,17,1076
4000030110501085,1039,0,17,1076
4000030110758751,1039,0,17,1076
3104920032000345709,1274,0,20,1315
4000000227038334,1296,9,11,1298
4000001840373312,1278,0,14,1307
4000003908170231,1272,0,17,1311
4000003914635426,1277,0,17,1311
4000001840868909,1272,0,14,1307
4000140120247974,1286,4,7,1293
4000000310582866,1278,0,17,1311
4000001512394604,1274,0,17,1311
4000003923770347,1274,0,20,1315
4000000216430413,1274,0,20,1315
4000000222319402,1272,0,17,1311
4000001522008755,1277,0,17,1311
4000000212093546,1284,2,17,1311
4000003909500298,1274,0,20,1315
4000000216913499,1276,0,17,1311
4000001840939715,1278,0,14,1307
4000003903097600,1279,0,2,1284
4000001830312288,1276,0,5,1289
4000140120206120,1286,4,7,1293
4000000217064660,524,4,17,551
4000000213176487,507,0,5,527
4000140112014582,524,4,17,551
3104920031320144875,522,3,9,533
4000000212681378,519,2,8,532
4000001512560748,512,0,15,548
4000140110688924,522,3,19,554
4000003925747853,550,17,19,554
4000140110496316,544,14,17,551
4000140112828436,543,13,17,551
4000140120264471,543,13,17,551
4000140120264568,550,17,19,554
4000140127027993,519,2,18,553
4000140129088525,509,0,17,551
4000003925022184,519,2,20,555
4000000214257232,512,0,8,532
4000001830253705,519,2,8,532
4000140110251166,511,0,20,555
4000140122025039,509,0,19,554
4000000213509384,513,0,4,524
4000000214470797,510,0,12,537
4000000214966581,1091,14,17,1095
4000001830191360,1058,0,13,1090
4000030110482317,1066,1,4,1072
4000140112894273,1092,14,17,1095
4000140120244448,1071,4,5,1074
4000000215332050,1080,9,18,1098
4000000312395921,1066,1,2,1068
4000001830132651,1059,0,20,1107
4000000215669260,1080,9,17,1095
4000001520248576,1061,0,17,1095
4000001530028593,1092,14,17,1095
4000001830131394,1058,0,13,1090
4000001850026488,1092,14,17,1095
4000140127001564,1071,4,11,1082
4000001512400735,1057,0,17,1095
4000001840796330,1060,0,2,1068
4000000223460135,1060,0,4,1072
4000001840024330,1071,4,15,1093
4000140110126107,1084,12,17,1095
4000001840195510,1058,0,13,1090
4000003920411826,1058,0,13,1090
4000003922511153,1057,0,20,1107
4000000210632115,1059,0,15,1093
4000000212109752,1068,2,20,1107
4000000214171189,1068,2,17,1095
4000000214712591,1082,11,15,1093
4000150110013626,1325,0,20,1364
4000003939401001,1325,0,18,1363
4000003944479336,1327,0,7,1344
4000140112972647,1326,0,8,1345
4000150210031019,1326,0,11,1348
4000000224040085,1324,0,19,1365
4000003926779478,1327,0,4,1338
4000003928100308,1337,3,9,1346
4000000221821248,1324,0,17,1362
4000003909127480,1325,0,18,1363
4000003929490436,1325,0,18,1363
4000140129059406,1324,0,15,1359
4000000214310052,1323,0,17,1362
4000000217616727,1326,0,20,1364
4000000227035850,1339,5,13,1357
4000000220075306,1325,0,20,1364
4000003913464844,1325,0,3,1337
4000000221643172,939,4,18,990
4000140129105611,927,0,17,963
4000030127022336,929,0,17,963
4000200112063520,925,0,10,948
4000000214016743,935,2,12,950
4000003927176459,925,0,11,949
4000000221827684,925,0,18,990
4000000222534087,929,0,17,963
4000140110487137,925,0,17,963
4000000216621678,1083,17,18,1085
4000000215261087,1082,16,18,1085
4000000216504622,1060,1,4,1064
4000001840766087,1085,19,20,1087
4000000223213679,1081,14,17,1083
4000000221215989,1083,17,18,1085
4000000227007983,1060,1,17,1083
4000000210380564,1081,14,17,1083
4000000213886579,1084,17,18,1085
4000000310465570,1083,17,18,1085
4000001840951794,1081,14,17,1083
4000000211716210,1121,14,17,1126
4000001520222597,1096,2,17,1126
4000140110691961,1099,4,11,1112
4000140210081345,1098,3,17,1126
4000000216239119,1097,2,17,1126
4000200110039815,1098,3,15,1123
4000200112056907,1122,15,17,1126
4000000212092373,1101,5,17,1126
4000000214020161,1098,3,12,1113
4000001855252645,1108,9,14,1122
4000140127009951,1102,5,18,1139
4000200110035788,1122,15,17,1126
4000200112035309,1122,15,17,1126
4000000224215194,1096,2,17,1126
4000000211915549,640,17,18,645
4000000220382469,612,0,20,652
4000000000451367,637,16,20,652
4000000215411814,649,19,20,652
4000140112843494,637,16,18,645
4000003927289690,642,17,18,645
4000140120241676,640,17,18,645
4000000213425488,621,6,7,624
4000140210080297,889,0,20,902
4000000311145796,711,0,20,757
4000140122039464,754,18,19,755
4000003910115898,711,0,20,757
4000140112417612,714,0,17,752
4000140110283990,712,0,13,747
4000140112972647,725,2,8,736
3104920031001334845,712,0,10,738
4000000229006330,711,0,20,757
4000140112046959,714,0,17,752
4000000210524455,725,2,20,757
4000000214447519,718,0,17,752
4000003941341881,712,0,18,754
4000000214096118,725,2,11,739
4000003910674100,725,2,7,735
4000030129030088,712,0,17,752
4000140112976612,725,2,17,752
4000000214956358,713,0,17,752
4000030110821781,712,0,17,752
4000000006104026,995,12,17,1002
4000000214637357,995,12,17,1002
3104920031001380160,983,5,20,1006
4000000210223393,513,0,9,538
4000000215184161,526,3,14,549
4000000216876551,516,0,8,537
4000001512372284,513,0,20,559
4000000227018458,511,0,16,552
4000140120206120,524,2,7,535
4000000215296431,511,0,12,542
4000000223965202,528,4,15,551
4000001512543420,524,2,7,535
4000140110534441,553,17,19,558
4000140129091927,514,0,17,553
4000140112083594,526,3,11,540
4000140127078337,511,0,20,559
4000000214005941,538,9,17,553
4000000221451186,514,0,20,559
4000140112064786,526,3,7,535
4000000213176487,512,0,4,529
4000000221778818,515,0,18,557
4000000214470797,512,0,12,542
4000200110043093,513,0,18,557
4000003908435682,531,5,15,551
3104920033000362074,529,4,17,553
4000000215735436,524,2,20,559
4000140112007260,550,15,20,559
4000000217348330,553,17,20,559
4000000213109929,443,14,17,447
4000030110847318,443,14,17,447
4000150210051406,420,2,20,453
4000000214327401,445,15,17,447
4000000212737084,431,9,20,453
4000000220504134,415,0,13,442
4000000220793211,420,2,15,445
4000001520351112,430,8,12,435
4000000224239655,443,14,17,447
3104920031001919009,422,3,7,428
4000000211466946,413,0,9,431
4000001830121106,413,0,20,453
4000000221177062,445,15,17,447
4000800110002341,393,0,20,453
4000000310627770,413,0,13,442
4000000213134454,422,3,17,447
4000000222037101,415,0,12,435
4000001840569737,442,13,17,447
4000001850216419,420,2,14,444
4000000211571344,1147,3,4,1148
4000000224083356,1130,0,14,1169
4000001840857453,1135,0,20,1177
4000003900802351,1136,0,15,1170
4000030129021353,1130,0,15,1170
4000000216956687,1131,0,17,1172
4000140110496213,1130,0,20,1177
4000140129097008,1172,17,20,1177
4000000223488307,1131,0,17,1172
4000001855218627,1137,0,17,1172
4000001840576161,1150,5,15,1170
3104920033000568936,1130,0,20,1177
4000000223919043,1136,0,20,1177
4000000215442471,1137,0,14,1169
4000001512233291,1172,17,19,1176
4000001840886050,1130,0,18,1174
4000003921707382,1150,5,16,1171
3104920033000304530,1145,2,17,1172
4000150210034061,1130,0,20,1177
4000001855213851,1130,0,20,1177
4000000310116944,560,0,15,597
4000000214054041,574,4,16,599
4000000221672455,575,4,7,582
4000140110485030,575,4,9,585
4000003931880712,563,0,4,575
4000000217492483,559,0,15,597
4000000210416674,563,0,18,611
4000003922509068,569,1,13,595
4000140112017472,571,2,3,573
4000000214075634,562,0,14,596
4000000223880649,559,0,16,599
