Label,Boarding time,Boarding station,Alighting station,Arrival time
4000140112170676,542,4,7,541
4000001840078800,526,0,3,522
4000140110513662,537,3,8,535
4000140112035694,526,0,4,521
4000140120180781,526,0,3,519
4000140110522819,538,3,4,537
4000000221909221,548,6,9,547
4000001530147179,537,3,4,529
4000001830257414,538,3,4,537
4000003906045133,548,6,9,547
4000003934542706,548,6,11,547
4000140112705934,538,3,4,537
4000000001052588,551,7,11,550
4000000210636283,532,2,4,531
4000140129075025,541,4,6,533
4000140129107610,526,0,3,519
4000003927263871,548,6,11,547
4000003927847743,546,5,7,545
4000140110266568,541,4,7,537
4000030110374725,1332,5,7,1331
4000001830077450,1322,1,4,1317
4000000214016504,1322,1,5,1318
3104920031002265006,462,4,9,461
4000003910305777,451,0,2,450
4000003916661853,454,1,4,441
4000000210005673,454,1,4,448
4000000216729982,471,7,9,470
4000001855214793,462,4,7,460
4000001512364871,451,0,3,445
4000000216383781,459,3,7,452
4000003926480917,456,2,4,455
4000000001369358,462,4,7,460
4000000217587173,451,0,2,439
4000001840527751,454,1,3,443
4000001850226574,456,2,4,455
4000200112056765,451,0,1,441
4000000223899028,451,0,9,443
4000001855011472,454,1,4,447
4000003924278619,456,2,4,455
4000150210098143,456,2,4,455
4000000004736848,474,9,11,472
4000000214176451,462,4,7,461
4000000222339456,1030,0,1,1025
4000140120267443,1053,7,11,1046
4000000222085882,1038,2,4,1037
4000140110316768,1043,3,4,1042
4000001512597461,1051,6,8,1050
4000003902368939,1038,2,4,1037
4000140210091768,1051,6,9,1050
4000000220859564,1043,3,7,1042
4000000216906000,1043,3,4,1042
4000001855242267,1051,6,9,1050
4000140110250723,1043,3,4,1042
4000000216534197,1038,2,7,1037
4000000222368431,1036,1,3,1031
4000001840189822,1051,6,9,1050
4000140112104461,1036,1,11,1035
4000001840484569,1051,6,9,1050
4000001840703490,1038,2,4,1037
4000003918386837,1038,2,4,1037
4000140112431354,1051,6,9,1050
4000003905845787,1048,5,11,1043
4000003906924402,1043,3,4,1042
4000000215426771,1053,7,11,1045
4000003911893885,1195,7,11,1194
4000001512357499,1187,4,11,1186
4000140120247842,1179,1,4,1177
3104920031000520998,1194,7,11,1189
4000001840845648,1198,9,11,1193
4000001840080451,1194,7,11,1193
4000140112479456,1194,7,11,1186
4000140112770256,1184,3,9,1176
4000003908096051,1175,0,2,1171
4000001840506993,1175,0,2,1167
4000140110564569,1194,7,11,1189
4000000224035818,1195,7,11,1194
4000001512410167,1080,6,11,1079
4000003900806346,1060,1,5,1051
4000140127091317,1064,2,5,1063
4000000006103706,1071,3,4,1070
4000000210370592,1082,7,11,1071
4000000221881690,1080,6,9,1079
4000003904908464,1086,9,11,1077
4000001855214809,1080,6,9,1079
4000003937853907,1085,8,9,1082
4000140210085126,1064,2,4,1063
4000000221693286,1060,1,4,1053
4000001511917991,1064,2,11,1063
4000001830348179,1060,1,4,1056
4000001840273619,1070,3,4,1057
4000003933843223,1085,8,9,1079
4000000001850459,1064,2,11,1063
4000000217501822,1077,5,11,1064
4000000221873302,1070,3,4,1068
4000000222530451,1060,1,3,1054
4000000215332664,1086,9,11,1081
4000001840944225,1080,6,9,1079
4000001840279063,1086,9,11,1076
4000003925301918,1070,3,4,1061
4000140120114872,1082,7,11,1075
4000000210371201,1073,4,10,1072
4000000213241794,1086,9,11,1080
4000001840095900,1083,7,11,1082
4000003907032746,1061,1,4,1060
4000001840637653,1086,9,11,1080
4000050110006439,1086,9,11,1081
4000000215172126,1070,3,10,1059
4000000215411788,1085,8,11,1084
4000000216853091,1056,0,4,1045
4000000220842151,1060,1,4,1057
4000000810065839,1085,8,11,1073
4000000214427178,406,0,4,400
4000150210031056,406,0,2,399
4000000213803635,415,4,11,404
4000140120172997,422,7,9,413
4000000215597498,418,5,7,417
4000001855094765,406,0,8,401
3104920033000586771,406,0,1,403
4000000215346739,406,0,4,396
4000001512464868,406,0,3,396
4000001855021805,406,0,4,396
4000000220833899,406,0,1,396
4000140112843218,411,2,4,410
4000000227019366,757,3,11,756
4000000214793809,762,5,7,761
4000000221162273,762,5,11,761
4000000310998230,758,4,10,756
4000030111048889,753,2,3,748
4000000004540767,764,6,11,758
4000000212971403,861,1,4,860
4000003901178565,866,3,7,858
4000000229013243,866,3,7,859
4000000310158821,875,6,9,874
4000000310476426,863,2,4,858
4000003911836073,857,0,6,856
4000140112105692,875,6,9,874
4000001840726312,863,2,4,854
4000000220106040,863,2,4,853
4000000220349651,569,2,4,568
